0 -9 3.38651e-07
0 -8 2.0319e-06
0 -7 1.87797e-05
0 -6 0.000144696
0 -5 0.000965801
0 -4 0.00561633
0 -3 0.0262428
0 -2 0.0945692
0 -1 0.254842
0 0 0.235114
0 1 0.254938
0 2 0.0945864
0 3 0.0262537
0 4 0.00557163
0 5 0.000970234
0 6 0.000144019
0 7 1.88413e-05
0 8 2.00112e-06
0 9 6.15728e-08

1 -13 3.07959e-08
1 -12 6.15918e-08
1 -11 8.62285e-07
1 -10 5.63565e-06
1 -9 2.77471e-05
1 -8 0.000134024
1 -7 0.000601567
1 -6 0.0024427
1 -5 0.0084973
1 -4 0.0250673
1 -3 0.0615286
1 -2 0.120476
1 -1 0.182114
1 0 0.198123
1 1 0.182174
1 2 0.120549
1 3 0.0614955
1 4 0.0250639
1 5 0.00846712
1 6 0.00244797
1 7 0.000609605
1 8 0.000141476
1 9 2.69464e-05
1 10 4.95814e-06
1 11 7.39101e-07
1 12 6.15918e-08
1 13 3.07959e-08

2 -17 3.08149e-08
2 -16 6.16297e-08
2 -15 6.77927e-07
2 -14 1.87971e-06
2 -13 8.19676e-06
2 -12 2.90892e-05
2 -11 9.8207e-05
2 -10 0.000317116
2 -9 0.000921735
2 -8 0.00246692
2 -7 0.00609549
2 -6 0.0136964
2 -5 0.0275993
2 -4 0.0497676
2 -3 0.079173
2 -2 0.110968
2 -1 0.136113
2 0 0.145632
2 1 0.136048
2 2 0.110972
2 3 0.079163
2 4 0.0496735
2 5 0.0276388
2 6 0.0136785
2 7 0.00610477
2 8 0.0024696
2 9 0.00091212
2 10 0.000311384
2 11 9.96553e-05
2 12 2.9798e-05
2 13 8.32002e-06
2 14 1.50993e-06
2 15 4.00593e-07
2 16 3.08149e-08

3 -22 9.25587e-08
3 -21 3.70235e-07
3 -20 6.17058e-07
3 -19 2.098e-06
3 -18 4.44282e-06
3 -17 1.35136e-05
3 -16 3.44318e-05
3 -15 8.76531e-05
3 -14 0.000201963
3 -13 0.000450637
3 -12 0.000946382
3 -11 0.00192923
3 -10 0.00372435
3 -9 0.00685468
3 -8 0.0118375
3 -7 0.0194806
3 -6 0.0301974
3 -5 0.0438823
3 -4 0.0599101
3 -3 0.0764252
3 -2 0.0909426
3 -1 0.101187
3 0 0.104703
3 1 0.101096
3 2 0.0908868
3 3 0.0762594
3 4 0.0598112
3 5 0.0436954
3 6 0.0301016
3 7 0.0193983
3 8 0.0118025
3 9 0.00677055
3 10 0.00371247
3 11 0.00192766
3 12 0.000938916
3 13 0.000442338
3 14 0.000198014
3 15 8.82393e-05
3 16 3.29818e-05
3 17 1.39764e-05
3 18 5.27585e-06
3 19 1.85117e-06
3 20 5.24499e-07
3 21 1.85117e-07
3 22 6.17058e-08

4 -30 1.23717e-07
4 -29 1.54646e-07
4 -28 1.54646e-07
4 -27 6.49514e-07
4 -26 1.85575e-06
4 -25 3.71151e-06
4 -24 7.73231e-06
4 -23 1.51244e-05
4 -22 2.98158e-05
4 -21 5.74665e-05
4 -20 0.000101881
4 -19 0.000187307
4 -18 0.000321571
4 -17 0.000553974
4 -16 0.000915289
4 -15 0.00149172
4 -14 0.00237218
4 -13 0.00369153
4 -12 0.00565176
4 -11 0.00840252
4 -10 0.0120894
4 -9 0.0169143
4 -8 0.0230632
4 -7 0.0304033
4 -6 0.0387505
4 -5 0.0476906
4 -4 0.0565171
4 -3 0.0646851
4 -2 0.0713694
4 -1 0.075578
4 0 0.0770568
4 1 0.0757103
4 2 0.0714354
4 3 0.0648813
4 4 0.0567931
4 5 0.047835
4 6 0.0388269
4 7 0.0304843
4 8 0.0230896
4 9 0.0169904
4 10 0.0120759
4 11 0.00839707
4 12 0.00567338
4 13 0.00373099
4 14 0.00241035
4 15 0.0015134
4 16 0.000936476
4 17 0.000557407
4 18 0.000325654
4 19 0.00018573
4 20 0.000103829
4 21 5.80542e-05
4 22 3.05581e-05
4 23 1.51863e-05
4 24 8.75298e-06
4 25 3.64965e-06
4 26 1.60832e-06
4 27 8.96948e-07
4 28 4.0208e-07
4 29 1.23717e-07
