0 -9 5.64669e-07
0 -8 1.69401e-06
0 -7 2.76688e-05
0 -6 0.000204975
0 -5 0.00134109
0 -4 0.00689517
0 -3 0.0294147
0 -2 0.099973
0 -1 0.240943
0 0 0.241753
0 1 0.241137
0 2 0.100375
0 3 0.0294983
0 4 0.00687767
0 5 0.00131455
0 6 0.000211751
0 7 2.71041e-05
0 8 2.82334e-06
0 9 5.64669e-07

1 -10 4.543e-06
1 -9 3.00974e-05
1 -8 0.000139697
1 -7 0.000672365
1 -6 0.00260598
1 -5 0.00895824
1 -4 0.0261512
1 -3 0.0633965
1 -2 0.12024
1 -1 0.174719
1 0 0.204959
1 1 0.175383
1 2 0.120445
1 3 0.0634885
1 4 0.0262773
1 5 0.00904399
1 6 0.00263721
1 7 0.00066839
1 8 0.000143105
1 9 2.95295e-05
1 10 6.81451e-06
1 11 5.67876e-07

2 -15 1.1488e-06
2 -14 1.7232e-06
2 -13 1.09136e-05
2 -12 3.27408e-05
2 -11 0.000113731
2 -10 0.000305006
2 -9 0.000950631
2 -8 0.00254804
2 -7 0.00641719
2 -6 0.0139861
2 -5 0.0283248
2 -4 0.0501077
2 -3 0.0798231
2 -2 0.110334
2 -1 0.135071
2 0 0.144676
2 1 0.134947
2 2 0.11066
2 3 0.079355
2 4 0.0501893
2 5 0.0278457
2 6 0.0140498
2 7 0.00627704
2 8 0.00255723
2 9 0.000937994
2 10 0.000329131
2 11 0.000106838
2 12 3.1592e-05
2 13 7.46719e-06
2 14 2.2976e-06

3 -19 5.87907e-07
3 -18 3.52744e-06
3 -17 6.46698e-06
3 -16 2.99833e-05
3 -15 8.75982e-05
3 -14 0.000177548
3 -13 0.000466798
3 -12 0.00103413
3 -11 0.00197478
3 -10 0.00385491
3 -9 0.00691731
3 -8 0.0121509
3 -7 0.0202046
3 -6 0.0307381
3 -5 0.0445986
3 -4 0.0602317
3 -3 0.0761775
3 -2 0.0901902
3 -1 0.0997426
3 0 0.102683
3 1 0.0997267
3 2 0.0902919
3 3 0.0763556
3 4 0.0606162
3 5 0.0444828
3 6 0.0308204
3 7 0.0199847
3 8 0.0121185
3 9 0.00701256
3 10 0.00372616
3 11 0.00193833
3 12 0.000911844
3 13 0.00042976
3 14 0.000195773
3 15 7.76037e-05
3 16 2.82195e-05
3 17 7.05489e-06
3 18 4.70326e-06
3 19 0
3 20 5.87907e-07

4 -25 6.16923e-07
4 -24 1.85077e-06
4 -23 8.63692e-06
4 -22 1.48061e-05
4 -21 3.02292e-05
4 -20 6.72446e-05
4 -19 0.000156081
4 -18 0.000294889
4 -17 0.0005213
4 -16 0.000951912
4 -15 0.00157747
4 -14 0.00256701
4 -13 0.0041087
4 -12 0.0062741
4 -11 0.009413
4 -10 0.0135957
4 -9 0.0186249
4 -8 0.0250649
4 -7 0.0318863
4 -6 0.0398951
4 -5 0.0485117
4 -4 0.0563479
4 -3 0.0630452
4 -2 0.0682224
4 -1 0.0720917
4 0 0.0733243
4 1 0.0721861
4 2 0.0685598
4 3 0.0631611
4 4 0.0562356
4 5 0.0482649
4 6 0.0404646
4 7 0.0324668
4 8 0.0249144
4 9 0.0184583
4 10 0.0133502
4 11 0.00916192
4 12 0.00626238
4 13 0.003981
4 14 0.00243561
4 15 0.0015386
4 16 0.000918598
4 17 0.00048305
4 18 0.00027268
4 19 0.000135106
4 20 7.1563e-05
4 21 4.25677e-05
4 22 2.46769e-05
4 23 8.63692e-06
4 24 3.70154e-06

5 -33 2.05346e-06
5 -32 6.84487e-07
5 -31 1.36897e-06
5 -30 4.79141e-06
5 -29 1.16363e-05
5 -28 1.98501e-05
5 -27 4.58606e-05
5 -26 7.32401e-05
5 -25 0.000127999
5 -24 0.000219036
5 -23 0.000323078
5 -22 0.000499675
5 -21 0.000814539
5 -20 0.00125193
5 -19 0.00181457
5 -18 0.00260789
5 -17 0.00376194
5 -16 0.00519457
5 -15 0.00704816
5 -14 0.00916596
5 -13 0.0119696
5 -12 0.015045
5 -11 0.0187282
5 -10 0.0224991
5 -9 0.0267723
5 -8 0.0308005
5 -7 0.0351032
5 -6 0.0388474
5 -5 0.0426586
5 -4 0.0464191
5 -3 0.0492509
5 -2 0.0505747
5 -1 0.0522051
5 0 0.0526596
5 1 0.0518033
5 2 0.0507328
5 3 0.0488176
5 4 0.0464794
5 5 0.0430946
5 6 0.0388761
5 7 0.0350094
5 8 0.0312318
5 9 0.0268346
5 10 0.0225278
5 11 0.0187139
5 12 0.0150409
5 13 0.0117629
5 14 0.0090626
5 15 0.00683734
5 16 0.00511928
5 17 0.00373251
5 18 0.00260789
5 19 0.00178856
5 20 0.0012574
5 21 0.000820015
5 22 0.000494199
5 23 0.000295014
5 24 0.00019987
5 25 0.000141004
5 26 7.5978e-05
5 27 3.83312e-05
5 28 4.17537e-05
5 29 1.91656e-05
5 30 9.58281e-06
5 31 6.16038e-06
5 32 3.42243e-06
5 33 2.05346e-06
5 34 6.84487e-07

6 -43 1.75293e-06
6 -42 8.76463e-07
6 -41 1.75293e-06
6 -40 0
6 -39 7.88817e-06
6 -38 5.25878e-06
6 -37 1.40234e-05
6 -36 1.75293e-05
6 -35 3.50585e-05
6 -34 4.55761e-05
6 -33 7.187e-05
6 -32 0.000112187
6 -31 0.000169157
6 -30 0.000225251
6 -29 0.000340068
6 -28 0.000471537
6 -27 0.000651212
6 -26 0.00083527
6 -25 0.0011806
6 -24 0.00152329
6 -23 0.00209913
6 -22 0.00270038
6 -21 0.00358999
6 -20 0.00455761
6 -19 0.00556291
6 -18 0.00687147
6 -17 0.00842982
6 -16 0.00986635
6 -15 0.0117025
6 -14 0.0136974
6 -13 0.0160445
6 -12 0.0186862
6 -11 0.0210237
6 -10 0.023711
6 -9 0.0262843
6 -8 0.0290311
6 -7 0.031848
6 -6 0.0342469
6 -5 0.0370823
6 -4 0.039057
6 -3 0.0409834
6 -2 0.0415882
6 -1 0.0427469
6 0 0.0429651
6 1 0.0428731
6 2 0.0417757
6 3 0.0408861
6 4 0.0391858
6 5 0.0372997
6 6 0.0346685
6 7 0.0320926
