6 8 0.0292599
6 9 0.0265454
6 10 0.0235076
6 11 0.0208984
6 12 0.0183742
6 13 0.0160033
6 14 0.0137614
6 15 0.0119751
6 16 0.0100706
6 17 0.00857269
6 18 0.00703011
6 19 0.0056453
6 20 0.00465753
6 21 0.00364346
6 22 0.00284237
6 23 0.0021561
6 24 0.0017091
6 25 0.00124896
6 26 0.000938692
6 27 0.000695912
6 28 0.000496955
6 29 0.000316403
6 30 0.000228757
6 31 0.000167405
6 32 0.000129717
6 33 8.85228e-05
6 34 4.82055e-05
6 35 4.11938e-05
6 36 2.10351e-05
6 37 1.92822e-05
6 38 1.3147e-05
6 39 5.25878e-06
6 40 4.38232e-06
6 41 3.50585e-06
6 42 8.76463e-06
6 43 8.76463e-07
6 44 2.62939e-06

7 -51 1.90894e-06
7 -50 0
7 -49 1.90894e-06
7 -48 3.81788e-06
7 -47 0
7 -46 3.81788e-06
7 -45 9.5447e-06
7 -44 7.63576e-06
7 -43 1.14536e-05
7 -42 1.33626e-05
7 -41 3.43609e-05
7 -40 3.43609e-05
7 -39 5.53593e-05
7 -38 7.82665e-05
7 -37 0.000145079
7 -36 0.000141262
7 -35 0.000232891
7 -34 0.000339791
7 -33 0.000425694
7 -32 0.000536412
7 -31 0.000662402
7 -30 0.000878112
7 -29 0.0010671
7 -28 0.00129999
7 -27 0.00157297
7 -26 0.0017944
7 -25 0.00218955
7 -24 0.00259807
7 -23 0.00320893
7 -22 0.00383315
7 -21 0.00458527
7 -20 0.00585854
7 -19 0.00672519
7 -18 0.0079641
7 -17 0.00908464
7 -16 0.0108046
7 -15 0.0122058
7 -14 0.0141911
7 -13 0.0163043
7 -12 0.0185434
7 -11 0.0211606
7 -10 0.0231535
7 -9 0.0256332
7 -8 0.0282676
7 -7 0.0299284
7 -6 0.0322114
7 -5 0.0347713
7 -4 0.0359492
7 -3 0.0383773
7 -2 0.0394368
7 -1 0.0407769
7 0 0.0408055
7 1 0.0405936
7 2 0.0393432
7 3 0.0384422
7 4 0.0370621
7 5 0.034548
7 6 0.0324921
7 7 0.0305278
7 8 0.02763
7 9 0.0254423
7 10 0.0228195
7 11 0.0210251
7 12 0.0185759
7 13 0.0165352
7 14 0.014464
7 15 0.0128663
7 16 0.0112055
7 17 0.00965351
7 18 0.00827144
7 19 0.00704399
7 20 0.00601889
7 21 0.00503387
7 22 0.00442301
7 23 0.00360408
7 24 0.00291113
7 25 0.00241672
7 26 0.00201011
7 27 0.00156915
7 28 0.00128472
7 29 0.00103846
7 30 0.000740669
7 31 0.000555501
7 32 0.00045051
7 33 0.000389424
7 34 0.000328338
7 35 0.000227164
7 36 0.000175622
7 37 0.000104992
7 38 7.63576e-05
7 39 5.34503e-05
7 40 2.86341e-05
7 41 2.48162e-05
7 42 1.90894e-05
7 43 1.14536e-05
7 44 1.71805e-05
7 45 3.81788e-06
7 46 1.33626e-05
7 47 3.81788e-06
7 48 3.81788e-06

