0.02 0 0
0.06 0 0
0.1 0 0
0.14 0 0
0.18 0 0
0.22 0 0
0.26 0 0
0.3 0 0
0.34 0 0
0.38 0.0075 0.00433013
0.42 0.035 0.00935414
0.46 0.085 0.0145774
0.5 0.2125 0.0230489
0.54 0.315 0.0280624
0.58 0.47 0.0342783
0.62 0.675 0.0410792
0.66 0.8375 0.0457575
0.7 1.0875 0.0521416
0.74 1.25 0.0559017
0.78 1.365 0.0584166
0.82 1.4625 0.0604669
0.86 1.625 0.0637377
0.9 1.6075 0.0633936
0.94 1.375 0.0586302
0.98 1.5275 0.061796
1.02 1.375 0.0586302
1.06 1.2675 0.0562917
1.1 1.0825 0.0520216
1.14 1.08 0.0519615
1.18 0.8725 0.0467039
1.22 0.865 0.0465027
1.26 0.6775 0.0411552
1.3 0.635 0.0398434
1.34 0.5125 0.0357946
1.38 0.465 0.0340955
1.42 0.375 0.0306186
1.46 0.28 0.0264575
1.5 0.2775 0.0263391
1.54 0.2225 0.023585
1.58 0.1825 0.02136
1.62 0.1875 0.0216506
1.66 0.1425 0.0188746
1.7 0.1025 0.0160078
1.74 0.095 0.015411
1.78 0.06 0.0122474
1.82 0.075 0.0136931
1.86 0.0325 0.00901388
1.9 0.03 0.00866025
1.94 0.04 0.01
1.98 0.025 0.00790569
2.02 0.0175 0.00661438
2.06 0.02 0.00707107
2.1 0.015 0.00612372
2.14 0.0125 0.00559017
2.18 0.005 0.00353553
2.22 0.0125 0.00559017
2.26 0.0075 0.00433013
2.3 0 0
2.34 0.0025 0.0025
2.38 0 0
2.42 0.0025 0.0025
2.46 0.0025 0.0025
2.5 0 0
2.54 0 0
2.58 0.0025 0.0025
2.62 0 0
2.66 0 0
2.7 0 0
2.74 0 0
2.78 0.0025 0.0025
2.82 0 0
2.86 0 0
2.9 0 0
2.94 0 0
2.98 0 0
3.02 0 0
3.06 0 0
3.1 0 0
3.14 0 0
3.18 0 0
3.22 0 0
3.26 0 0
3.3 0 0
3.34 0 0
3.38 0 0
3.42 0 0
3.46 0 0
3.5 0 0
3.54 0 0
3.58 0 0
3.62 0 0
3.66 0 0
3.7 0 0
3.74 0 0
3.78 0 0
3.82 0 0
3.86 0 0
3.9 0 0
3.94 0 0
3.98 0 0
