-3.500000000000000000e+01 -5.364743986412258359e+00
-3.400000000000000000e+01 -5.322757590929857230e+00
-3.300000000000000000e+01 -5.239113400436961498e+00
-3.200000000000000000e+01 -5.114466044133164857e+00
-3.100000000000000000e+01 -4.949791056584676774e+00
-3.000000000000000000e+01 -4.746377242843662358e+00
-2.900000000000000000e+01 -4.505816591801290016e+00
-2.800000000000000000e+01 -4.229991816716147213e+00
-2.700000000000000000e+01 -3.921061620430329686e+00
-2.600000000000000000e+01 -3.581443800592814863e+00
-2.500000000000000000e+01 -3.213796327114688101e+00
-2.400000000000000000e+01 -2.820996539950785476e+00
-2.300000000000000000e+01 -2.406118630013296400e+00
-2.200000000000000000e+01 -1.972409579459742712e+00
-2.100000000000000000e+01 -1.523263749655173083e+00
-2.000000000000000000e+01 -1.062196315692227833e+00
-1.900000000000000000e+01 -5.928157553799977553e-01
-1.800000000000000000e+01 -1.187956080126129771e-01
-1.700000000000000000e+01 3.561542760565075127e-01
-1.600000000000000000e+01 8.283167700236737652e-01
-1.500000000000000000e+01 1.293996562192020638e+00
-1.400000000000000000e+01 1.749549076795831049e+00
-1.300000000000000000e+01 2.191408997747406495e+00
-1.200000000000000000e+01 2.616118172069477055e+00
-1.100000000000000000e+01 3.020352674630992773e+00
-1.000000000000000000e+01 3.400948822368011992e+00
-9.000000000000000000e+00 3.754927934393167188e+00
-8.000000000000000000e+00 4.079519644212240337e+00
-7.000000000000000000e+00 4.372183581598193314e+00
-6.000000000000000000e+00 4.630629254432548692e+00
-5.000000000000000000e+00 4.852833974911784587e+00
-4.000000000000000000e+00 5.037058689821855673e+00
-3.000000000000000000e+00 5.181861590987489663e+00
-2.000000000000000000e+00 5.286109399376036855e+00
-1.000000000000000000e+00 5.348986234542453921e+00
0.000000000000000000e+00 5.370000000000000107e+00
1.000000000000000000e+00 5.348986234542453921e+00
2.000000000000000000e+00 5.286109399376036855e+00
3.000000000000000000e+00 5.181861590987489663e+00
4.000000000000000000e+00 5.037058689821855673e+00
5.000000000000000000e+00 4.852833974911784587e+00
6.000000000000000000e+00 4.630629254432548692e+00
7.000000000000000000e+00 4.372183581598193314e+00
8.000000000000000000e+00 4.079519644212240337e+00
9.000000000000000000e+00 3.754927934393167188e+00
1.000000000000000000e+01 3.400948822368011992e+00
1.100000000000000000e+01 3.020352674630992773e+00
1.200000000000000000e+01 2.616118172069477055e+00
1.300000000000000000e+01 2.191408997747406495e+00
1.400000000000000000e+01 1.749549076795831049e+00
1.500000000000000000e+01 1.293996562192020638e+00
1.600000000000000000e+01 8.283167700236737652e-01
1.700000000000000000e+01 3.561542760565075127e-01
1.800000000000000000e+01 -1.187956080126129771e-01
1.900000000000000000e+01 -5.928157553799977553e-01
2.000000000000000000e+01 -1.062196315692227833e+00
2.100000000000000000e+01 -1.523263749655173083e+00
2.200000000000000000e+01 -1.972409579459742712e+00
2.300000000000000000e+01 -2.406118630013296400e+00
2.400000000000000000e+01 -2.820996539950785476e+00
2.500000000000000000e+01 -3.213796327114688101e+00
2.600000000000000000e+01 -3.581443800592814863e+00
2.700000000000000000e+01 -3.921061620430329686e+00
2.800000000000000000e+01 -4.229991816716147213e+00
2.900000000000000000e+01 -4.505816591801290016e+00
3.000000000000000000e+01 -4.746377242843662358e+00
3.100000000000000000e+01 -4.949791056584676774e+00
3.200000000000000000e+01 -5.114466044133164857e+00
3.300000000000000000e+01 -5.239113400436961498e+00
3.400000000000000000e+01 -5.322757590929857230e+00
